source,target,weight
Northeastern,Florida State,12
Northeastern,Auburn,14
Northeastern,North Carolina State,8
Northeastern,Maryland,10
Northeastern,Virginia,12
Northeastern,Northwestern,11
Northeastern,LSU,9
Northeastern,Texas A&M,9
Northeastern,Texas-Dallas,7
Northeastern,South Carolina,11
Northeastern,Kennesaw State,12
Northeastern,Minnesota,9
Northeastern,Carleton College-CUT,10
Northeastern,SUNY-Stony Brook,13
Northeastern,SUNY-Albany,10
Northeastern,Hofstra,9
Northeastern,Syracuse,4
Northeastern,Wentworth,11
Northeastern,Yale,13
Northeastern,Connecticut,12
Northeastern,Columbia,6
Northeastern,Worcester Polytech,11
Rutgers,Washington,10
Rutgers,Cal Poly-SLO,4
Rutgers,Northeastern,7
Rutgers,Colorado,8
Rutgers,Minnesota,9
Rutgers,SUNY-Buffalo,12
Rutgers,Syracuse,13
Rutgers,Connecticut,12
Rutgers,Yale,8
Rutgers,SUNY-Stony Brook,12
Rutgers,Princeton,9
Rutgers,Cornell,10
Rutgers,Columbia,11
Rutgers,New Jersey Tech,13
Rutgers,NYU,10
Rutgers,SUNY-Albany,13
Rutgers,SUNY-Binghamton,13
Rutgers,Brown,3
Rutgers,MIT,3
Rutgers,Stevens Tech,7
Rutgers,College of New Jersey,15
Rutgers,James Madison,9
Rutgers,Johns Hopkins,8
Rutgers,Lehigh,13
Rutgers,RIT,14
Rutgers,Mary Washington,8
Rutgers,Michigan,10
Rutgers,Florida,11
Rutgers,Georgia,6
Rutgers,South Carolina,8
Rutgers,Texas,6
Rutgers,Alabama-Huntsville,11
Rutgers,Northwestern,13
Rutgers,Illinois State,13
Rutgers,Kentucky,8
Rutgers,Virginia,5
Rutgers,Liberty,9
Rutgers,American,13
Rutgers,North Carolina,12
Rutgers,Cedarville,15
Rutgers,West Chester,13
Rutgers,University of Massachusetts Amherst,3
Rutgers,SUNY Oneonta,13
Rutgers,Southern Connecticut State,11
Rutgers,Amherst College,13
Rutgers,Boston College,6
Cal Poly-SLO,Rutgers,15
Cal Poly-SLO,Colorado,11
Cal Poly-SLO,Washington,13
Cal Poly-SLO,Northeastern,8
Cal Poly-SLO,North Carolina,10
Cal Poly-SLO,Michigan,15
Cal Poly-SLO,Cal Poly-Pomona,13
Cal Poly-SLO,Cal State-Long Beach,13
Cal Poly-SLO,California-Irvine,6
Cal Poly-SLO,California-Santa Barbara,9
Cal Poly-SLO,Southern California,0
Cal Poly-SLO,Las Positas,13
Cal Poly-SLO,California-Davis,13
Cal Poly-SLO,California,11
Cal Poly-SLO,UCLA,10
Cal Poly-SLO,California-San Diego,12
Cal Poly-SLO,Arizona State,13
Cal Poly-SLO,Arizona,13
Cal Poly-SLO,Whitman,13
Cal Poly-SLO,Western Washington,13
Cal Poly-SLO,Stanford,12
Cal Poly-SLO,Victoria,13
Cal Poly-SLO,Oregon State,13
Cal Poly-SLO,Brigham Young,9
Cal Poly-SLO,Utah,10
Cal Poly-SLO,Oregon,13
Cal Poly-SLO,California-Santa Cruz,13
Cal Poly-SLO,Texas-Dallas,13
Cal Poly-SLO,Western Washington University,13
Cal Poly-SLO,Dartmouth,13
Cal Poly-SLO,British Columbia,13
Cal Poly-SLO,Minnesota,10
Cal Poly-SLO,Texas,10
Cal Poly-SLO,Brown,10
Cal Poly-SLO,Portland,5
Cal Poly-SLO,Duke,2
Cal Poly-SLO,Montana State,9
Cal Poly-SLO,Boise State,7
Cal Poly-SLO,Colorado School of Mines,9
Michigan Tech,Hamilton,13
Michigan Tech,Franciscan,15
Michigan Tech,Middlebury,9
Michigan Tech,Bowdoin,10
Michigan Tech,Portland,13
Michigan Tech,Wisconsin-Platteville,13
Michigan Tech,Wisconsin-River Falls,13
Michigan Tech,Wisconsin-Green Bay,13
Michigan Tech,Carthage College,13
Michigan Tech,St John's,13
Michigan Tech,Winona State,13
Michigan Tech,St. Thomas,11
Michigan Tech,Carleton College-GoP,7
Michigan Tech,Luther,14
Michigan Tech,Pacific Lutheran,12
Michigan Tech,Milwaukee School of Engineering,12
Michigan Tech,Macalester,15
Michigan Tech,Ohio Northern,13
Michigan Tech,Missouri S&T,5
Michigan Tech,Rose-Hulman,13
Hamilton,Michigan Tech,11
Hamilton,Middlebury,10
Hamilton,Franciscan,13
Hamilton,Luther,5
Hamilton,Berry,7
Hamilton,Stevens Tech,13
Hamilton,SUNY-Oneonta,10
Hamilton,Marist,15
Hamilton,Colgate,15
Hamilton,Rochester,10
Hamilton,St Lawrence University,13
Hamilton,SUNY-Fredonia,13
Hamilton,Ithaca,14
Middlebury,Hamilton,12
Middlebury,Michigan Tech,14
Middlebury,Air Force,14
Middlebury,Richmond,12
Middlebury,Bryant University,15
Middlebury,Williams,14
Middlebury,Bowdoin,12
Middlebury,Colby,12
Middlebury,Bates College,10
Middlebury,Dartmouth,10
Middlebury,Duke,15
Middlebury,Georgetown,13
Middlebury,Penn State,12
Middlebury,Johns Hopkins,12
Middlebury,Mary Washington,13
Middlebury,Lehigh,13
Middlebury,Florida,13
Middlebury,Wisconsin-Eau Claire,13
Middlebury,Florida Tech,13
Middlebury,Carleton College-GoP,13
Middlebury,South Carolina,11
Middlebury,South Florida,15
Middlebury,Appalachian State,15
Middlebury,North Carolina-Asheville,13
Middlebury,Georgia College,13
Middlebury,Davidson,13
Middlebury,Xavier,13
Franciscan,Michigan Tech,8
Franciscan,Hamilton,12
Franciscan,Valparaiso,15
Franciscan,Colby,15
Franciscan,John Carroll,13
Franciscan,Kenyon,13
Franciscan,Ohio Wesleyan,13
Franciscan,Grove City,13
Franciscan,Swarthmore,13
Franciscan,Cedarville,15
Franciscan,Haverford,13
Franciscan,Oberlin,15
Franciscan,Richmond,11
Franciscan,Navy,13
Franciscan,Georgia College,13
Franciscan,Anderson,10
Franciscan,North Carolina-Asheville,13
Franciscan,Elon,13
Franciscan,Catholic,13
Franciscan,Bentley,13
Franciscan,Brandeis,10
Franciscan,Army,13
Air Force,Portland,12
Air Force,Claremont,7
Air Force,Bryant University,11
Air Force,Middlebury,13
Air Force,Carleton College-GoP,15
Air Force,Bowdoin,15
Air Force,Colorado College,12
Air Force,Colorado School of Mines,0
Air Force,Air Force,0
Air Force,Truman State,15
Air Force,Missouri S&T,15
Air Force,Rice,15
Air Force,Colorado Mesa,13
Air Force,Colorado-Denver,5
Air Force,Colorado Cutthroat,10
Air Force,New Mexico,12
Air Force,Colorado,2
Air Force,Campbell,13
Air Force,Messiah,13
Air Force,Davidson,12
Air Force,Florida Tech,13
Air Force,Navy,13
Air Force,Richmond,7
Air Force,Arizona,9
Air Force,Denver,4
Air Force,Arizona State,12
Air Force,Northern Arizona,4
Air Force,The University of Texas at El Paso,11
Air Force,Nevada-Reno,13
Air Force,Sonoma State,13
Air Force,Occidental,13
Air Force,California,8
Portland,Air Force,5
Portland,Bryant University,4
Portland,Claremont,11
Portland,Berry,15
Portland,Michigan Tech,8
Portland,Willamette University,13
Portland,Pacific Lutheran,13
Portland,Whitman,6
Portland,Whitworth,15
Portland,Puget Sound,8
Portland,Washington State,13
Portland,Idaho,11
Portland,Washington,13
Portland,Montana,11
Portland,Brigham Young,11
Portland,Lewis & Clark,11
Portland,Ohio Northern,12
Portland,Grinnell,13
Portland,Missouri S&T,7
Portland,St Olaf,6
Portland,Macalester,11
Portland,Indiana Wesleyan,13
Portland,Cal Poly-SLO,13
Portland,California,10
Bryant University,Claremont,15
Bryant University,Portland,13
Bryant University,Air Force,7
Bryant University,Middlebury,2
Bryant University,Colby,6
Bryant University,Missouri S&T,8
Bryant University,Brandeis,11
Bryant University,Bates College,15
Bryant University,Bowdoin,5
Bryant University,Williams,15
Bryant University,Worcester Polytech,13
Bryant University,Providence College,13
Bryant University,Clark,13
Bryant University,Fairfield,13
Bryant University,Penn State,13
Bryant University,Stevens Tech,13
Bryant University,Salisbury,13
Bryant University,Slippery Rock,13
Bryant University,West Virginia,13
Claremont,Bryant University,2
Claremont,Air Force,1
Claremont,Portland,12
Claremont,Missouri S&T,6
Claremont,Colby,8
Claremont,Valparaiso,9
Claremont,Biola Univeristy,15
Claremont,Caltech,12
Claremont,Occidental,11
Claremont,Cal Poly-Pomona,11
Claremont,California-San Diego,12
Claremont,Oregon,10
Claremont,Carleton College-GoP,6
Claremont,Sacramento State,13
Claremont,Duke,4
Carleton College-GoP,Missouri S&T,11
Carleton College-GoP,Berry,15
Carleton College-GoP,Colby,14
Carleton College-GoP,Air Force,13
Carleton College-GoP,Luther,11
Carleton College-GoP,Wisconsin-Platteville,12
Carleton College-GoP,Macalester,13
Carleton College-GoP,Carleton Hot Karls,13
Carleton College-GoP,Michigan Tech,13
Carleton College-GoP,Winona State,15
Carleton College-GoP,Bethel,15
Carleton College-GoP,St. Thomas,15
Carleton College-GoP,St Olaf,15
Carleton College-GoP,Richmond,13
Carleton College-GoP,North Carolina,2
Carleton College-GoP,Duke,13
Carleton College-GoP,North Carolina State,5
Carleton College-GoP,Florida State,12
Carleton College-GoP,Georgia Tech,9
Carleton College-GoP,Florida Tech,13
Carleton College-GoP,Wisconsin-Eau Claire,13
Carleton College-GoP,Florida,13
Carleton College-GoP,Middlebury,8
Carleton College-GoP,South Carolina,7
Carleton College-GoP,California-San Diego,13
Carleton College-GoP,South Florida,15
Carleton College-GoP,Sacramento State,13
Carleton College-GoP,Claremont,12
Carleton College-GoP,Oregon,13
Carleton College-GoP,Nevada-Reno,7
Carleton College-GoP,Humboldt State,8
Missouri S&T,Carleton College-GoP,10
Missouri S&T,Colby,11
Missouri S&T,Berry,12
Missouri S&T,Richmond,8
Missouri S&T,Claremont,14
Missouri S&T,Bryant University,15
Missouri S&T,Truman State,15
Missouri S&T,John Brown,15
Missouri S&T,Tulsa,11
Missouri S&T,Harding,11
Missouri S&T,Colorado College,13
Missouri S&T,Air Force,9
Missouri S&T,Rice,15
Missouri S&T,Grinnell,9
Missouri S&T,Ohio Northern,12
Missouri S&T,Portland,5
Missouri S&T,St Olaf,7
Missouri S&T,Michigan Tech,7
Missouri S&T,North Park,9
Missouri S&T,Anderson,13
Missouri S&T,Oberlin,13
Missouri S&T,Messiah,12
Missouri S&T,Mary Washington,8
Missouri S&T,Davidson,10
Missouri S&T,Xavier,13
Colby,Berry,11
Colby,Missouri S&T,8
Colby,Carleton College-GoP,5
Colby,Bryant University,10
Colby,Claremont,11
Colby,Franciscan,12
Colby,Brown,0
Colby,Massachusetts Amherst,1
Colby,Dartmouth,4
Colby,Amherst College,15
Colby,Massachusetts,2
Colby,Bates College,0
Colby,Brandeis,13
Colby,Bowdoin,13
Colby,Williams,15
Colby,Middlebury,10
Colby,College of New Jersey,13
Colby,Yale,13
Colby,SUNY-Cortland,13
Colby,MIT,11
Colby,SUNY-New Paltz,12
Colby,Emerson,13
Berry,Colby,9
Berry,Carleton College-GoP,6
Berry,Missouri S&T,10
Berry,Portland,5
Berry,Hamilton,14
Berry,Embry-Riddle Florida,11
Berry,Ave Maria,15
Berry,Florida Tech,5
Berry,Georgia College,12
Berry,Belmont,15
Berry,Stetson,13
Berry,Samford,15
Berry,Union Tennessee,15
Berry,Anderson,11
Berry,High Point,12
Berry,Navy,13
Berry,Xavier,13
Berry,Campbell,13
Berry,Central Arkansas,15
Berry,Troy,10
Berry,Georgia Southern,14
Berry,Miami,15
Berry,Columbus State,13
Luther,Richmond,8
Luther,Bowdoin,13
Luther,Valparaiso,14
Luther,Carleton College-GoP,4
Luther,Hamilton,14
Luther,Carleton Hot Karls,13
Luther,Wisconsin-Platteville,13
Luther,Macalester,15
Luther,Michigan Tech,10
Luther,St Olaf,13
Luther,Marquette,6
Luther,Wisconsin,0
Luther,Minnesota,13
Luther,Grinnell,13
Luther,Coe,13
Luther,Drake,15
Luther,Cornell College,13
Luther,North Florida,12
Luther,Emory,13
Luther,Chicago,12
Luther,Florida Atlantic,13
Luther,South Florida,9
Luther,Appalachian State,13
Luther,St John's,15
Luther,Bethel,13
Luther,Creighton,13
Bowdoin,Valparaiso,10
Bowdoin,Luther,14
Bowdoin,Richmond,11
Bowdoin,Air Force,10
Bowdoin,Michigan Tech,13
Bowdoin,Williams,15
Bowdoin,Bentley,13
Bowdoin,Middlebury,7
Bowdoin,Bryant University,15
Bowdoin,Colby,10
Bowdoin,Dartmouth,7
Bowdoin,SUNY-Geneseo,13
Bowdoin,Kenyon,13
Bowdoin,Jefferson,13
Bowdoin,Haverford,13
Bowdoin,Brandeis,13
Bowdoin,Bates College,13
Bowdoin,Ithaca,5
Bowdoin,Colgate,11
Bowdoin,Rensselaer Polytech,9
Bowdoin,Army,12
Bowdoin,Boston University,14
Bowdoin,Rhode Island,13
Valparaiso,Bowdoin,6
Valparaiso,Richmond,6
Valparaiso,Luther,9
Valparaiso,Franciscan,11
Valparaiso,Claremont,15
Valparaiso,Butler,13
Valparaiso,Indiana Wesleyan,12
Valparaiso,Kettering,13
Valparaiso,Kalamazoo,13
Valparaiso,Rose-Hulman,13
Valparaiso,Eastern Illinois,12
Valparaiso,North Park,13
Valparaiso,Knox,10
Valparaiso,Olivet Nazarene,8
Valparaiso,Marquette,4
Valparaiso,Dayton,13
Valparaiso,Wheaton Illinois,3
Valparaiso,Wisconsin-Whitewater,9
Valparaiso,Illinois State,13
Valparaiso,Northern Illinois,9
New Mexico,Northern Arizona,9
New Mexico,Arizona State,8
New Mexico,Grand Canyon,13
New Mexico,Arizona,10
New Mexico,California,11
New Mexico,California-Santa Barbara,7
New Mexico,Chico State,0
New Mexico,Humboldt State,15
New Mexico,Colorado School of Mines,11
New Mexico,Colorado Cutthroat,13
New Mexico,Air Force,9
New Mexico,Colorado-Colorado Springs,13
New Mexico,Colorado Mesa,13
New Mexico,Colorado,13
New Mexico,Occidental,13
New Mexico,Colorado-Denver,0
New Mexico,Utah State,9
Northern Arizona,New Mexico,13
Northern Arizona,Arizona,13
Northern Arizona,Arizona State,6
Northern Arizona,Grand Canyon,13
Northern Arizona,California-San Diego,5
Northern Arizona,UCLA,10
Northern Arizona,Santa Clara,7
Northern Arizona,California-Davis,12
Northern Arizona,Idaho,11
Northern Arizona,Brigham Young,8
Northern Arizona,Montana State,3
Northern Arizona,Denver,12
Northern Arizona,Boise State,15
Northern Arizona,Utah State,11
Northern Arizona,Air Force,13
Northern Arizona,University of New Mexico,4
Northern Arizona,California-Irvine,13
Northern Arizona,Chico State,13
Northern Arizona,Colorado-Denver,11
Northern Arizona,Colorado Mesa,13
Arizona,Northern Arizona,2
Arizona,Grand Canyon,13
Arizona,Arizona State,12
Arizona,New Mexico,13
Arizona,Humboldt State,13
Arizona,Stanford,12
Arizona,Southern California,7
Arizona,California-San Diego,0
Arizona,California-Santa Cruz,10
Arizona,California-Santa Barbara,9
Arizona,California-Irvine,11
Arizona,Cal Poly-SLO,9
Arizona,UCLA,11
Arizona,Air Force,11
Arizona,Denver,7
Arizona,The University of Texas at El Paso,8
Arizona,Michigan State,13
Arizona,California,4
Arizona,Dartmouth,7
Arizona,Santa Clara,13
Arizona,Lewis & Clark,7
Arizona,Las Positas,5
Arizona,Washington,8
Arizona,Utah,13
Arizona,Colorado School of Mines,10
Arizona,Wisconsin-Oshkosh,10
Arizona,Cal State-Fullerton,13
Arizona,Nevada-Reno,13
Arizona,Cal State-Long Beach,13
Arizona State,New Mexico,6
Arizona State,Northern Arizona,11
Arizona State,Arizona,11
Arizona State,Cal Poly-SLO,10
Arizona State,California-San Diego,9
Arizona State,UCLA,9
Arizona State,California-Irvine,8
Arizona State,California,8
Arizona State,Grand Canyon,10
Arizona State,Kansas,7
Arizona State,Florida State,5
Arizona State,Marquette,5
Arizona State,John Brown,11
Arizona State,Washington University,3
Arizona State,Brigham Young,4
Arizona State,Colorado State,13
Arizona State,University of New Mexico,2
Arizona State,The University of Texas at El Paso,5
Arizona State,Denver,8
Arizona State,Air Force,11
Arizona State,Colorado School of Mines,13
Arizona State,Ottawa Arizona,13
Arizona State,Southern California,13
Arizona State,San Diego State,4
Arizona State,Miami,13
Grand Canyon,Arizona,10
Grand Canyon,New Mexico,7
Grand Canyon,Northern Arizona,10
Grand Canyon,California-Irvine,13
Grand Canyon,Caltech,10
Grand Canyon,Occidental,9
Grand Canyon,Cal Poly-Pomona,9
Grand Canyon,Arizona State,13
Grand Canyon,The University of Texas at El Paso,12
Grand Canyon,Brigham Young,11
Grand Canyon,Colorado State,7
Grand Canyon,University of New Mexico,2
Grand Canyon,Denver,12
Drexel,Millersville,13
Drexel,West Chester,11
Drexel,Temple,7
Drexel,Lehigh,8
Drexel,Saint Joseph's,15
Drexel,Carnegie Mellon,5
Drexel,Penn State,15
Drexel,Cornell,13
Drexel,George Mason,13
Drexel,Maryland,3
Drexel,Williams,6
Drexel,James Madison,12
Millersville,Drexel,5
Millersville,Temple,7
Millersville,West Chester,15
Millersville,Saint Joseph's,15
Millersville,Muhlenberg,8
Millersville,Swarthmore,3
Millersville,Pennsylvania,3
Millersville,Jefferson,7
Millersville,Villanova,8
Millersville,Maryland-Baltimore County,3
Temple,Millersville,12
Temple,Drexel,13
Temple,Villanova,13
Temple,Lehigh,11
Temple,Ohio,13
Temple,Pittsburgh,0
Temple,Penn State,10
Temple,Cincinnati,5
Temple,Ohio State,10
Temple,Pennsylvania,11
Temple,Oberlin,15
Temple,North Carolina State,3
Temple,Florida State,9
Temple,Appalachian State,9
Temple,Richmond,10
Temple,Georgetown,11
Temple,Kansas,13
Temple,Tufts,6
Temple,Boston College,12
Temple,Kennesaw State,6
Temple,Harvard,3
Temple,South Florida,10
Temple,Virginia Tech,10
Temple,Cornell,11
Temple,Florida,15
Temple,Susquehanna,11
Temple,Slippery Rock,4
Temple,Fairfield,8
Temple,College of New Jersey,8
Temple,Lancaster Bible,13
Temple,George Mason,13
Temple,Maryland,9
Temple,Michigan,9
Temple,SUNY-Geneseo,15
West Chester,Drexel,6
West Chester,Millersville,9
West Chester,Pennsylvania,12
West Chester,Ohio State,5
West Chester,Villanova,13
West Chester,Jefferson,13
West Chester,Delaware,8
West Chester,Swarthmore,8
West Chester,Maryland-Baltimore County,1
West Chester,East Carolina,9
West Chester,RIT,10
West Chester,Virginia Commonwealth,10
West Chester,Christopher Newport,11
West Chester,Brandeis,8
West Chester,Rutgers,6
West Chester,Drexel University,6
Villanova,Lehigh,15
Villanova,Saint Joseph's,13
Villanova,Pennsylvania,15
Villanova,Temple,11
Villanova,Pittsburgh,3
Villanova,Case Western Reserve,14
Villanova,Ohio,0
Villanova,West Chester,4
Villanova,George Mason,13
Villanova,Rowan,13
Villanova,RIT,13
Villanova,Duke,11
Villanova,James Madison,12
Villanova,Mary Washington,9
Villanova,North Carolina,14
Villanova,Haverford,10
Villanova,New Jersey Tech,13
Villanova,Franklin & Marshall,13
Villanova,Catholic,12
Villanova,Delaware,9
Villanova,Jefferson,12
Villanova,Muhlenberg,7
Villanova,Millersville,9
Lehigh,Villanova,11
Lehigh,Pennsylvania,12
Lehigh,Saint Joseph's,13
Lehigh,Temple,4
Lehigh,Drexel,15
Lehigh,Jefferson,8
Lehigh,Swarthmore,4
Lehigh,Ursinus,13
Lehigh,Haverford,3
Lehigh,Scranton,5
Lehigh,Lancaster Bible,15
Lehigh,Ohio,10
Lehigh,Pittsburgh,15
Lehigh,Messiah,2
Lehigh,North Carolina,15
Lehigh,Towson,12
Lehigh,Rutgers,7
Lehigh,Liberty,15
Lehigh,Middlebury,9
Lehigh,John Carroll,13
Lehigh,Northwestern,13
Lehigh,Toledo,13
Lehigh,Rochester,9
Lehigh,University of Pittsburgh,11
Lehigh,Oberlin,11
Lehigh,Vanderbilt,14
Lehigh,Cedarville,8
Lehigh,Slippery Rock,1
Lehigh,Susquehanna,6
Lehigh,Princeton,9
Lehigh,Sacred Heart,0
Lehigh,SUNY-Binghamton,9
Lehigh,Richmond,7
Lehigh,George Washington,14
Lehigh,George Mason,12
Lehigh,James Madison,12
Lehigh,Virginia Commonwealth,10
Lehigh,Navy,13
Lehigh,Salisbury,13
Lehigh,Brandeis,3
Lehigh,Shippensburg,15
Lehigh,Christopher Newport,15
Pennsylvania,Saint Joseph's,13
Pennsylvania,Lehigh,9
Pennsylvania,Villanova,0
Pennsylvania,West Chester,6
Pennsylvania,Cincinnati,11
Pennsylvania,Dayton,15
Pennsylvania,Pittsburgh,4
Pennsylvania,Ohio State,4
Pennsylvania,Temple,10
Pennsylvania,Case Western Reserve,11
Pennsylvania,Oberlin,15
Pennsylvania,Penn State,15
Pennsylvania,Towson,11
Pennsylvania,North Carolina,9
Pennsylvania,SUNY-Binghamton,13
Pennsylvania,Rowan,15
Pennsylvania,Virginia Commonwealth,11
Pennsylvania,American,13
Pennsylvania,Georgetown,11
Pennsylvania,Christopher Newport,7
Pennsylvania,George Washington,12
Pennsylvania,Shenandoah,11
Pennsylvania,Purdue,11
Pennsylvania,James Madison,8
Pennsylvania,Georgia Southern,12
Pennsylvania,Vermont,12
Pennsylvania,Clemson,12
Pennsylvania,Ohio,10
Pennsylvania,Swarthmore,13
Pennsylvania,Muhlenberg,12
Pennsylvania,Millersville,13
Pennsylvania,Delaware,7
Pennsylvania,Haverford,13
Saint Joseph's,Pennsylvania,1
Saint Joseph's,Villanova,2
Saint Joseph's,Lehigh,5
Saint Joseph's,Drexel,4
Saint Joseph's,Millersville,0
Saint Joseph's,Susquehanna,5
Saint Joseph's,Cornell,9
Saint Joseph's,Ursinus,13
Saint Joseph's,Rhode Island,13
Jefferson,Lehigh,15
Jefferson,Ursinus,15
Jefferson,Swarthmore,8
Jefferson,Scranton,10
Jefferson,Haverford,4
Jefferson,West Chester,7
Jefferson,Delaware,1
Jefferson,Villanova,1
Jefferson,Millersville,3
Jefferson,Kenyon,5
Jefferson,SUNY-Geneseo,5
Jefferson,Bowdoin,2
Jefferson,Muhlenberg,6
Swarthmore,Lehigh,13
Swarthmore,Jefferson,11
Swarthmore,Muhlenberg,10
Swarthmore,Haverford,15
Swarthmore,Grove City,9
Swarthmore,Franciscan,1
Swarthmore,Wooster,15
Swarthmore,Cedarville,6
Swarthmore,Pennsylvania,5
Swarthmore,Millersville,13
Swarthmore,West Chester,10
Swarthmore,Catholic,15
Swarthmore,Bates College,8
Swarthmore,Army,11
Swarthmore,Bentley,9
Swarthmore,Kenyon,13
Ursinus,Jefferson,6
Ursinus,Lehigh,1
Ursinus,Rhode Island,0
Ursinus,Vermont,0
Ursinus,Rensselaer Polytech,0
Ursinus,Saint Joseph's,0
Haverford,Lancaster Bible,13
Haverford,Scranton,15
Haverford,Muhlenberg,10
Haverford,Swarthmore,6
Haverford,Lehigh,15
Haverford,Jefferson,8
Haverford,Shippensburg,10
Haverford,Cedarville,5
Haverford,Franciscan,10
Haverford,Villanova,3
Haverford,Franklin & Marshall,13
Haverford,New Jersey Tech,13
Haverford,Pennsylvania,5
Haverford,Kenyon,13
Haverford,Bowdoin,3
Haverford,SUNY-Geneseo,7
Haverford,Army,15
Lancaster Bible,Haverford,3
Lancaster Bible,Muhlenberg,4
Lancaster Bible,Scranton,5
Lancaster Bible,Lehigh,5
Lancaster Bible,Princeton,5
Lancaster Bible,Salisbury,2
Lancaster Bible,Sacred Heart,9
Lancaster Bible,Temple,3
Lancaster Bible,Susquehanna,0
Lancaster Bible,American,3
Lancaster Bible,SUNY Oneonta,7
Lancaster Bible,Delaware,1
Lancaster Bible,Maryland-Baltimore County,4
Lancaster Bible,St Mary's Maryland,8
Lancaster Bible,Towson,6
Muhlenberg,Scranton,15
Muhlenberg,Lancaster Bible,13
Muhlenberg,Haverford,11
Muhlenberg,Swarthmore,8
Muhlenberg,Messiah,8
Muhlenberg,Shippensburg,13
Muhlenberg,Millersville,10
Muhlenberg,Pennsylvania,3
Muhlenberg,Villanova,11
Muhlenberg,New Jersey Tech,15
Muhlenberg,Army,6
Muhlenberg,Bates College,6
Muhlenberg,Catholic,6
Muhlenberg,Kenyon,13
Muhlenberg,Jefferson,11
Scranton,Muhlenberg,7
Scranton,Haverford,7
Scranton,Lancaster Bible,12
Scranton,Jefferson,12
Scranton,Lehigh,15
Indiana,Ball State,13
Indiana,Purdue,6
Indiana,Southern Indiana,13
Indiana,Kentucky,11
Indiana,Notre Dame,15
Indiana,Loyola-Chicago,15
Indiana,Illinois,4
Indiana,Michigan,4
Indiana,Chicago,15
Indiana,Northwestern,10
Indiana,Illinois State,12
Indiana,Michigan State,8
Indiana,RIT,13
Indiana,Ohio,13
Indiana,Case Western Reserve,15
Indiana,Syracuse,13
Indiana,Xavier,15
Indiana,Georgia Tech,6
Indiana,George Mason,13
Indiana,Clemson,9
Indiana,Virginia,13
Indiana,Georgetown,11
Indiana,Alabama,10
Indiana,Truman State,6
Indiana,Alabama-Huntsville,12
Indiana,Union Tennessee,6
Indiana,Wisconsin-Platteville,2
Indiana,Wisconsin,8
Indiana,Northwestern-St. Paul,13
Indiana,Carleton Hot Karls,13
Indiana,Iowa,13
Indiana,Kansas State,14
Indiana,St John's,15
Ball State,Indiana,6
Ball State,Southern Indiana,13
Ball State,Kentucky,8
Ball State,Notre Dame,7
Ball State,Purdue,1
Ball State,Ohio Northern,13
Ball State,Dayton,6
Ball State,Xavier,9
Ball State,Trine,13
Ball State,Knox,15
Ball State,Wright State,15
Ball State,John Carroll,15
Ball State,Iowa,5
Ball State,Miami Ohio,7
Ball State,Middle Tennessee State,6
Ball State,Vanderbilt,12
Ball State,Northern Illinois,15
Ball State,Tennessee Tech,10
Notre Dame,Southern Indiana,13
Notre Dame,Kentucky,6
Notre Dame,Purdue,11
Notre Dame,Ball State,13
Notre Dame,Indiana,6
Notre Dame,Grand Valley State,5
Notre Dame,Michigan,13
Notre Dame,Illinois,7
Notre Dame,Northwestern,2
Notre Dame,Saint Louis,2
Notre Dame,Illinois-Chicago,8
Notre Dame,Iowa State,4
Notre Dame,South Carolina,11
Notre Dame,Emory,13
Notre Dame,Clemson,15
Notre Dame,North Carolina-Wilmington,10
Notre Dame,Florida State,11
Notre Dame,Georgia Tech,15
Notre Dame,Alabama,7
Notre Dame,Carnegie Mellon,14
Notre Dame,North Carolina State,8
Notre Dame,North Carolina-Charlotte,13
Notre Dame,Appalachian State,14
Notre Dame,Georgia Southern,13
Notre Dame,Central Florida,14
Notre Dame,Alabama-Huntsville,10
Notre Dame,Cincinnati,15
Notre Dame,Minnesota-Duluth,15
Southern Indiana,Notre Dame,3
Southern Indiana,Ball State,3
Southern Indiana,Indiana,7
Southern Indiana,Purdue,6
Southern Indiana,Kentucky,2
Southern Indiana,Olivet Nazarene,8
Southern Indiana,Indiana Wesleyan,6
Southern Indiana,Butler,4
Southern Indiana,Eastern Illinois,11
Southern Indiana,Dayton,11
Southern Indiana,Illinois-Chicago,5
Southern Indiana,Middle Tennessee State,8
Southern Indiana,Iowa,4
Southern Indiana,Miami Ohio,7
Southern Indiana,Arkansas State,13
Southern Indiana,Missouri,0
Purdue,Indiana,8
Purdue,Notre Dame,12
Purdue,Southern Indiana,13
Purdue,Ball State,11
Purdue,Michigan,8
Purdue,Northwestern,9
Purdue,Illinois,5
Purdue,Kentucky,15
Purdue,University of Pittsburgh,13
Purdue,Vanderbilt,13
Purdue,Ohio,10
Purdue,Oberlin,15
Purdue,Case Western Reserve,15
Purdue,Pennsylvania,13
Purdue,Vermont,14
Purdue,James Madison,13
Purdue,Georgia Southern,13
Purdue,Johns Hopkins,13
Purdue,Tennessee,13
Purdue,John Brown,11
Purdue,Arkansas,11
Purdue,Texas A&M,11
Purdue,Iowa State,9
Purdue,Texas Tech,9
Purdue,Illinois State,9
Purdue,Wisconsin-Platteville,10
Purdue,Michigan State,9
Purdue,Washington University,10
Purdue,Wisconsin-Milwaukee,7
Purdue,Carthage College,13
Purdue,North Park,3
Purdue,Olivet Nazarene,8
Purdue,Truman State,2
Purdue,Marquette,5
Purdue,Wisconsin-Stout,13
