source,target,weight
Western Washington,Stanford,13
Western Washington,Oregon State,15
Western Washington,Washington,8
Western Washington,Brigham Young,6
Western Washington,Puget Sound,4
Western Washington,Pacific Lutheran,10
Western Washington,Gonzaga,7
Western Washington,Lewis & Clark,4
Western Washington,Idaho,10
Western Washington,Oregon,4
Western Washington,Portland State,6
Western Washington,UCLA,8
Western Washington,California-Santa Cruz,8
Western Washington,California-Santa Barbara,4
Western Washington,Santa Clara,9
Western Washington,San Diego State,11
Stanford,Oregon State,12
Stanford,Brigham Young,10
Stanford,British Columbia,13
Stanford,Cal Poly-SLO,10
Stanford,Western Washington,12
Stanford,Whitman,13
Stanford,California-San Diego,12
Stanford,Victoria,11
Stanford,Connecticut,12
Stanford,California-Santa Barbara,11
Stanford,Southern California,8
Stanford,Texas-Dallas,13
Stanford,Washington,6
Stanford,Wisconsin,10
Stanford,Northwestern,11
Stanford,Minnesota,6
Stanford,Washington University,10
Stanford,Cal Poly-Pomona,13
Stanford,Colorado School of Mines,11
Stanford,Chico State,2
Stanford,North Texas,2
Stanford,California-Davis,2
Stanford,Nevada-Reno,5
Stanford,Duke,8
British Columbia,Western Washington,9
British Columbia,Brigham Young,10
British Columbia,Stanford,7
British Columbia,Washington,8
British Columbia,Oregon State,12
British Columbia,Whitman,13
British Columbia,Santa Clara,13
British Columbia,Illinois,8
British Columbia,Southern California,13
British Columbia,California,4
British Columbia,UCLA,13
British Columbia,California-San Diego,10
British Columbia,Colorado State University,13
British Columbia,Cal Poly-SLO,9
British Columbia,California-Santa Barbara,13
Cal Poly-SLO,Whitman,13
Cal Poly-SLO,Western Washington,13
Cal Poly-SLO,Stanford,12
Cal Poly-SLO,Victoria,13
Cal Poly-SLO,Washington,13
Cal Poly-SLO,Oregon State,13
Cal Poly-SLO,Brigham Young,9
Cal Poly-SLO,California-San Diego,12
Cal Poly-SLO,California-Santa Barbara,9
Cal Poly-SLO,Utah,10
Cal Poly-SLO,Oregon,13
Cal Poly-SLO,California,11
Cal Poly-SLO,UCLA,10
Cal Poly-SLO,California-Santa Cruz,13
Cal Poly-SLO,Texas-Dallas,13
Cal Poly-SLO,Western Washington University,13
Cal Poly-SLO,Dartmouth,13
Cal Poly-SLO,British Columbia,13
Cal Poly-SLO,Colorado,11
Cal Poly-SLO,Minnesota,10
Cal Poly-SLO,Texas,10
Cal Poly-SLO,Brown,10
Cal Poly-SLO,Portland,5
Cal Poly-SLO,Duke,2
Cal Poly-SLO,Arizona,13
Cal Poly-SLO,Montana State,9
Cal Poly-SLO,Boise State,7
Cal Poly-SLO,Arizona State,13
Cal Poly-SLO,Colorado School of Mines,9
Puget Sound,Lewis & Clark,13
Puget Sound,Western Washington,13
Puget Sound,Pacific Lutheran,13
Puget Sound,Gonzaga,7
Puget Sound,Portland,7
Puget Sound,Montana,13
Puget Sound,St Olaf,10
Puget Sound,North Park,10
Puget Sound,Indiana Wesleyan,8
Puget Sound,Winona State,11
Puget Sound,Grinnell,8
Puget Sound,Portland State,13
Puget Sound,Oregon,3
Puget Sound,Lewis & Clark College,11
Puget Sound,Washington State,15
Portland,Washington State,13
Portland,Idaho,11
Portland,Washington,13
Portland,Montana,11
Portland,Brigham Young,11
Portland,Lewis & Clark,11
Portland,Puget Sound,8
Portland,Ohio Northern,12
Portland,Grinnell,13
Portland,Missouri S&T,7
Portland,Michigan Tech,8
Portland,St Olaf,6
Portland,Macalester,11
Portland,Indiana Wesleyan,13
Portland,Cal Poly-SLO,13
Portland,California,10
Idaho,Washington,13
Idaho,Portland,5
Idaho,Brigham Young,9
Idaho,Washington State,6
Idaho,Montana,8
Idaho,Lewis & Clark,7
Idaho,Western Washington,13
Idaho,Northern Arizona,14
Idaho,Montana State,9
Idaho,Denver,7
Idaho,Utah,7
Idaho,Central Washington,8
Idaho,Portland State,12
Montana,Brigham Young,13
Montana,Washington,11
Montana,Washington State,10
Montana,Portland,7
Montana,Idaho,15
Montana,Puget Sound,11
Montana,Utah State,9
Montana,Boise State,11
Montana,Utah,8
Montana,Montana State,7
California-Irvine,Grand Canyon,5
California-Irvine,Caltech,10
California-Irvine,Occidental,4
California-Irvine,California-San Diego,11
California-Irvine,Northern Arizona,6
California-Irvine,Montana State,4
California-Irvine,Chico State,4
California-Irvine,Colorado School of Mines,13
California-Irvine,Cal State-Fullerton,7
Grand Canyon,California-Irvine,13
Grand Canyon,Caltech,10
Grand Canyon,Occidental,9
Grand Canyon,Cal Poly-Pomona,9
Grand Canyon,Arizona State,13
Grand Canyon,The University of Texas at El Paso,12
Grand Canyon,Brigham Young,11
Grand Canyon,Colorado State,7
Grand Canyon,University of New Mexico,2
Grand Canyon,Denver,12
Caltech,California-Irvine,9
Caltech,Grand Canyon,5
Occidental,California-Irvine,10
Occidental,Grand Canyon,8
Occidental,Claremont,13
Occidental,Sonoma State,13
Occidental,Nevada-Reno,5
Occidental,Air Force,4
Occidental,New Mexico,6
Occidental,Utah State,11
Occidental,Colorado-Denver,7
Occidental,California-San Diego,13
Occidental,Colorado School of Mines,13
Occidental,Wisconsin-Oshkosh,9
Cal Poly-Pomona,Biola Univeristy,15
Cal Poly-Pomona,Claremont,7
Cal Poly-Pomona,California-San Diego,8
Cal Poly-Pomona,Grand Canyon,8
Cal Poly-Pomona,Colorado School of Mines,6
Cal Poly-Pomona,Stanford,11
Cal Poly-Pomona,Washington University,8
Cal Poly-Pomona,Wisconsin-Oshkosh,13
Cal Poly-Pomona,San Diego State,13
Cal Poly-Pomona,Colorado Mesa,10
Cal Poly-Pomona,Boise State,10
Cal Poly-Pomona,Chico State,4
Cal Poly-Pomona,Cal State-Long Beach,9
Biola Univeristy,Cal Poly-Pomona,0
Biola Univeristy,California-San Diego,0
Biola Univeristy,Claremont,0
Claremont,Cal Poly-Pomona,11
Claremont,Biola Univeristy,15
Claremont,California-San Diego,12
Claremont,Occidental,11
Claremont,Oregon,10
Claremont,Carleton College-GoP,6
Claremont,Sacramento State,13
Claremont,Air Force,1
Claremont,Duke,4
California-San Diego,Biola Univeristy,15
California-San Diego,Cal Poly-Pomona,7
California-San Diego,Claremont,10
California-San Diego,California-Irvine,12
California-San Diego,Carleton Hot Karls,13
California-San Diego,Georgia Southern,13
California-San Diego,Georgia College,13
California-San Diego,Appalachian State,14
California-San Diego,Carleton College-GoP,12
California-San Diego,Emory,12
California-San Diego,Cal Poly-SLO,6
California-San Diego,Utah,8
California-San Diego,California-Santa Barbara,8
California-San Diego,Oregon,4
California-San Diego,Colorado,4
California-San Diego,British Columbia,11
California-San Diego,Stanford,9
California-San Diego,Connecticut,13
California-San Diego,Victoria,8
California-San Diego,Dartmouth,10
California-San Diego,Santa Clara,14
California-San Diego,California,3
California-San Diego,Arizona,15
California-San Diego,Colorado School of Mines,8
California-San Diego,Occidental,6
Army,Marist,13
Army,Muhlenberg,13
Army,Swarthmore,13
Army,Bates College,11
Army,Franciscan,10
Army,Bentley,5
Army,Haverford,0
Army,Skidmore,8
Army,Dickinson,13
Army,Rhode Island,5
Army,Boston University,11
Army,Bowdoin,10
Army,Colgate,12
Army,Rensselaer Polytech,11
Marist,Army,15
Marist,Tufts,11
Marist,NYU,11
Marist,SUNY-Binghamton,11
Marist,Columbia,9
Marist,Cornell,8
Marist,Hofstra,8
Marist,Rowan,7
Colorado,Colorado-Denver,5
Colorado,Colorado Cutthroat,5
Colorado,Colorado-Colorado Springs,13
Colorado,Air Force,13
Colorado,Colorado School of Mines,3
Colorado,New Mexico,3
Colorado,Texas-Dallas,13
Colorado,LSU,13
Colorado,Colorado State,13
Colorado,Wisconsin,10
Colorado,Texas,7
Colorado,Dartmouth,14
Colorado,Oklahoma,8
Colorado,Central Arkansas,15
Colorado,Nebraska,0
Colorado,Missouri,13
Colorado,San Diego State,13
Colorado,California-Davis,12
Colorado,California,6
Colorado,Southern California,6
Colorado,UCLA,8
Colorado,California-San Diego,11
Colorado,Cal Poly-SLO,10
Colorado,Minnesota,10
Colorado,Brown,9
Colorado,Carleton College-CUT,11
Colorado,Oregon,11
Colorado-Denver,Colorado,13
Colorado-Denver,Colorado-Colorado Springs,12
Colorado-Denver,Air Force,11
Colorado-Denver,Colorado Mesa,11
Colorado-Denver,Colorado Cutthroat,12
Colorado-Denver,Colorado School of Mines,5
Colorado-Denver,Colorado State,13
Colorado-Denver,Denver,13
Colorado-Denver,Utah State,9
Colorado-Denver,New Mexico,15
Colorado-Denver,Occidental,13
Colorado-Denver,Nevada-Reno,11
Colorado-Denver,Northern Arizona,12
Colorado-Denver,California,9
Colorado-Denver,Cal State-Long Beach,13
Colorado School of Mines,New Mexico,13
Colorado School of Mines,Air Force,13
Colorado School of Mines,Colorado Mesa,13
Colorado School of Mines,Colorado,11
Colorado School of Mines,Colorado-Denver,13
Colorado School of Mines,Colorado-Colorado Springs,13
Colorado School of Mines,Denver,15
Colorado School of Mines,Colorado State,13
Colorado School of Mines,Oklahoma State,1
Colorado School of Mines,Arkansas State,10
Colorado School of Mines,Nebraska-Omaha,7
Colorado School of Mines,Central Arkansas,15
Colorado School of Mines,Cal Poly-Pomona,15
Colorado School of Mines,Washington University,7
Colorado School of Mines,Stanford,10
Colorado School of Mines,Arizona State,5
Colorado School of Mines,Southern California,9
Colorado School of Mines,Ottawa Arizona,13
Colorado School of Mines,UCLA,4
Colorado School of Mines,Utah,15
Colorado School of Mines,Arizona,6
Colorado School of Mines,California-San Diego,5
Colorado School of Mines,California-Irvine,2
Colorado School of Mines,Occidental,5
Colorado School of Mines,Florida,10
Colorado School of Mines,Utah State,11
Colorado School of Mines,Cal Poly-SLO,6
New Mexico,Colorado School of Mines,11
New Mexico,Colorado Cutthroat,13
New Mexico,Air Force,9
New Mexico,Colorado-Colorado Springs,13
New Mexico,Colorado Mesa,13
New Mexico,Colorado,13
New Mexico,Occidental,13
New Mexico,Colorado-Denver,0
New Mexico,Utah State,9
New Mexico,Arizona State,8
New Mexico,Chico State,0
Colorado Mesa,Colorado Cutthroat,11
Colorado Mesa,Air Force,0
Colorado Mesa,Colorado-Colorado Springs,10
Colorado Mesa,Colorado School of Mines,3
Colorado Mesa,Colorado-Denver,9
Colorado Mesa,New Mexico,4
Colorado Mesa,San Diego State,10
Colorado Mesa,Wisconsin-Oshkosh,13
Colorado Mesa,Cal Poly-Pomona,7
Colorado Mesa,Cal State-Long Beach,9
Colorado Mesa,Northern Arizona,8
Colorado Mesa,Miami,11
Colorado Cutthroat,Colorado Mesa,10
Colorado Cutthroat,Colorado,4
Colorado Cutthroat,New Mexico,5
Colorado Cutthroat,Air Force,6
Colorado Cutthroat,Colorado-Denver,5
Colorado Cutthroat,Colorado-Colorado Springs,9
Air Force,Colorado School of Mines,0
Air Force,Colorado Mesa,13
Air Force,Colorado-Denver,5
Air Force,Colorado Cutthroat,10
Air Force,New Mexico,12
Air Force,Colorado,2
Air Force,Air Force,0
Air Force,Campbell,13
Air Force,Messiah,13
Air Force,Davidson,12
Air Force,Florida Tech,13
Air Force,Middlebury,13
Air Force,Navy,13
Air Force,Richmond,7
Air Force,Arizona,9
Air Force,Denver,4
Air Force,Arizona State,12
Air Force,Northern Arizona,4
Air Force,The University of Texas at El Paso,11
Air Force,Nevada-Reno,13
Air Force,Sonoma State,13
Air Force,Occidental,13
Air Force,California,8
Air Force,Claremont,7
Colorado-Colorado Springs,Colorado-Denver,3
Colorado-Colorado Springs,Colorado Mesa,11
Colorado-Colorado Springs,Colorado,3
Colorado-Colorado Springs,New Mexico,6
Colorado-Colorado Springs,Colorado Cutthroat,11
Colorado-Colorado Springs,Colorado School of Mines,2
Stevens Tech,SUNY-Albany,9
Stevens Tech,Salisbury,11
Stevens Tech,SUNY-New Paltz,7
Stevens Tech,Bates College,2
Stevens Tech,Brown,5
Stevens Tech,Rutgers,8
Stevens Tech,SUNY-Binghamton,12
Stevens Tech,Fairfield,13
Stevens Tech,Bryant University,3
Stevens Tech,Navy,15
SUNY-Albany,Stevens Tech,8
SUNY-Albany,Bates College,10
SUNY-Albany,Salisbury,7
SUNY-Albany,SUNY-New Paltz,13
SUNY-Albany,Yale,11
SUNY-Albany,Brown,13
SUNY-Albany,Rutgers,2
SUNY-Albany,SUNY-Binghamton,3
SUNY-Albany,MIT,9
SUNY-Albany,Massachusetts-Lowell,13
SUNY-Albany,Syracuse,10
SUNY-Albany,SUNY-Stony Brook,10
SUNY-Albany,Hofstra,13
SUNY-Albany,Northeastern,2
Bates College,SUNY-Albany,13
Bates College,SUNY-New Paltz,13
Bates College,Salisbury,13
Bates College,Stevens Tech,13
Bates College,Colby,13
Bates College,Yale,11
Bates College,SUNY-Cortland,13
Bates College,Swarthmore,13
Bates College,Muhlenberg,13
Bates College,Army,13
Bates College,Brandeis,5
Bates College,Bowdoin,5
Bates College,Emerson,5
Bates College,Amherst College,13
Bates College,Massachusetts-Lowell,13
Bates College,Bentley,13
Bates College,Worcester Polytech,13
Salisbury,Stevens Tech,12
Salisbury,SUNY-Albany,9
Salisbury,Bates College,3
Salisbury,SUNY-Cortland,2
Salisbury,Sacred Heart,13
Salisbury,Lancaster Bible,13
Salisbury,Princeton,13
Salisbury,Bryant University,1
Salisbury,Dickinson,12
Salisbury,College of New Jersey,13
Salisbury,Brandeis,4
Salisbury,Navy,13
Salisbury,Lehigh,3
Salisbury,Cedarville,1
Salisbury,Virginia Commonwealth,5
Salisbury,Maryland-Baltimore County,10
SUNY-New Paltz,Bates College,3
SUNY-New Paltz,Stevens Tech,10
SUNY-New Paltz,SUNY-Albany,6
SUNY-New Paltz,Colby,6
SUNY-New Paltz,College of New Jersey,12
MIT,SUNY-Cortland,13
MIT,Yale,9
MIT,College of New Jersey,13
MIT,Colby,7
MIT,SUNY-Albany,13
MIT,Rutgers,13
MIT,American,13
MIT,SUNY-Binghamton,13
MIT,Mary Washington,7
MIT,Duke,11
MIT,North Carolina,13
MIT,Connecticut,13
MIT,Johns Hopkins,7
SUNY-Cortland,MIT,2
SUNY-Cortland,College of New Jersey,12
SUNY-Cortland,Colby,7
SUNY-Cortland,Yale,6
SUNY-Cortland,Bates College,0
SUNY-Cortland,Salisbury,13
SUNY-Cortland,Brown,7
Yale,College of New Jersey,13
Yale,MIT,7
Yale,Colby,7
Yale,SUNY-Cortland,13
Yale,SUNY-Albany,3
Yale,Rutgers,6
Yale,SUNY-Binghamton,5
Yale,Brown,12
Yale,Bates College,9
Yale,Tufts,10
Yale,Amherst College,7
Yale,Boston College,8
Yale,Connecticut,2
Yale,Wentworth,0
Yale,Northeastern,0
Yale,University of Massachusetts Amherst,13
Yale,Hartford,2
Yale,SUNY Oneonta,9
Yale,Southern Connecticut State,5
Yale,Stonehill,12
Yale,Massachusetts,10
Yale,Sacred Heart,13
College of New Jersey,Yale,6
College of New Jersey,Colby,6
College of New Jersey,SUNY-Cortland,11
College of New Jersey,MIT,3
College of New Jersey,SUNY-New Paltz,8
College of New Jersey,Rutgers,0
College of New Jersey,Dickinson,12
College of New Jersey,West Virginia,11
College of New Jersey,Navy,8
College of New Jersey,Salisbury,6
College of New Jersey,Penn State,2
College of New Jersey,Temple,12
College of New Jersey,Sacred Heart,13
Colby,College of New Jersey,13
Colby,Yale,13
Colby,SUNY-Cortland,13
Colby,MIT,11
Colby,Bates College,0
Colby,SUNY-New Paltz,12
Colby,Brandeis,13
Colby,Emerson,13
Brown,SUNY-Binghamton,13
Brown,SUNY-Albany,10
Brown,Yale,7
Brown,Rutgers,13
Brown,Stevens Tech,10
Brown,SUNY-Cortland,8
Brown,Maryland,13
Brown,Auburn,13
Brown,Northeastern,13
Brown,North Carolina State,13
Brown,North Carolina,8
Brown,Pittsburgh,12
Brown,Carleton College-CUT,11
Brown,Texas-Dallas,12
Brown,Minnesota,13
Brown,Georgia,15
Brown,Cornell,13
Brown,Northwestern,12
Brown,Emory,13
Brown,Central Florida,15
Brown,Texas A&M,15
Brown,Colorado State,13
Brown,Washington,11
Brown,Cal Poly-SLO,12
Brown,Colorado,11
SUNY-Binghamton,Brown,4
SUNY-Binghamton,Yale,11
SUNY-Binghamton,Rutgers,2
SUNY-Binghamton,SUNY-Albany,6
SUNY-Binghamton,Stevens Tech,4
SUNY-Binghamton,Mary Washington,9
SUNY-Binghamton,MIT,10
SUNY-Binghamton,American,13
SUNY-Binghamton,Pennsylvania,6
SUNY-Binghamton,Virginia Commonwealth,12
SUNY-Binghamton,Rowan,9
SUNY-Binghamton,Lehigh,13
SUNY-Binghamton,George Mason,13
SUNY-Binghamton,Richmond,12
SUNY-Binghamton,George Washington,13
SUNY-Binghamton,William & Mary,10
SUNY-Binghamton,Case Western Reserve,6
SUNY-Binghamton,Williams,0
SUNY-Binghamton,Cornell,11
SUNY-Binghamton,Hofstra,11
SUNY-Binghamton,Tufts,11
SUNY-Binghamton,Marist,8
SUNY-Binghamton,SUNY-Stony Brook,10
SUNY-Binghamton,NYU,4
SUNY-Binghamton,Columbia,4
SUNY-Binghamton,Maine,3
SUNY-Binghamton,SUNY-Buffalo,5
SUNY-Binghamton,Siena,7
Rutgers,Yale,8
Rutgers,SUNY-Albany,13
Rutgers,SUNY-Binghamton,13
Rutgers,Brown,3
Rutgers,MIT,3
Rutgers,Stevens Tech,7
Rutgers,College of New Jersey,15
Rutgers,James Madison,9
Rutgers,Connecticut,12
Rutgers,Johns Hopkins,8
Rutgers,Lehigh,13
Rutgers,RIT,14
Rutgers,Mary Washington,8
Rutgers,Michigan,10
Rutgers,Florida,11
Rutgers,Georgia,6
Rutgers,South Carolina,8
Rutgers,Minnesota,9
Rutgers,Texas,6
Rutgers,Alabama-Huntsville,11
Rutgers,Northwestern,13
Rutgers,Illinois State,13
Rutgers,Kentucky,8
Rutgers,Virginia,5
Rutgers,Liberty,9
Rutgers,American,13
Rutgers,North Carolina,12
Rutgers,Princeton,9
Rutgers,Cedarville,15
Rutgers,West Chester,13
Rutgers,University of Massachusetts Amherst,3
Rutgers,SUNY Oneonta,13
Rutgers,Southern Connecticut State,11
Rutgers,Amherst College,13
Rutgers,Boston College,6
James Madison,Rutgers,11
James Madison,Johns Hopkins,7
James Madison,Connecticut,14
James Madison,George Washington,10
James Madison,Georgetown,12
James Madison,Villanova,10
James Madison,Pennsylvania,10
James Madison,Purdue,7
James Madison,Georgia Southern,13
James Madison,Vermont,9
James Madison,New Hampshire,11
James Madison,Tennessee-Chattanooga,9
James Madison,South Carolina,12
James Madison,Wake Forest,8
James Madison,Virginia,10
James Madison,High Point,10
James Madison,Cedarville,5
James Madison,Virginia Tech,14
James Madison,Davidson,10
James Madison,Liberty,13
James Madison,Williams,10
James Madison,Case Western Reserve,7
James Madison,Mary Washington,15
James Madison,Drexel University,15
James Madison,Lehigh,13
James Madison,Delaware,10
James Madison,Michigan,6
James Madison,Princeton,11
James Madison,SUNY-Geneseo,7
James Madison,North Carolina-Charlotte,5
James Madison,Drexel,13
Johns Hopkins,James Madison,13
Johns Hopkins,Rutgers,13
Johns Hopkins,Middlebury,10
Johns Hopkins,Penn State,13
Johns Hopkins,RIT,13
Johns Hopkins,MIT,15
Johns Hopkins,Tennessee-Chattanooga,13
Johns Hopkins,Virginia,9
Johns Hopkins,Dayton,13
Johns Hopkins,Connecticut,15
Johns Hopkins,Purdue,15
Johns Hopkins,Georgia Tech,15
Johns Hopkins,SUNY-Buffalo,13
Johns Hopkins,North Carolina-Charlotte,13
Johns Hopkins,Virginia Tech,13
Johns Hopkins,Michigan,12
Johns Hopkins,Maryland,15
Connecticut,Rutgers,6
Connecticut,James Madison,9
Connecticut,Georgetown,13
Connecticut,George Washington,10
Connecticut,MIT,11
Connecticut,Tennessee-Chattanooga,12
Connecticut,Johns Hopkins,13
Connecticut,Virginia,2
Connecticut,Clemson,12
Connecticut,Case Western Reserve,10
Connecticut,Williams,13
Connecticut,William & Mary,9
Connecticut,East Carolina,13
Connecticut,Penn State,11
Connecticut,SUNY-Geneseo,15
Connecticut,California-Santa Barbara,7
Connecticut,Victoria,11
Connecticut,California-San Diego,5
Connecticut,Stanford,9
Connecticut,California-Santa Cruz,12
Connecticut,Michigan State,13
Connecticut,Yale,13
Connecticut,Boston College,0
Connecticut,Wentworth,11
Connecticut,Northeastern,7
Connecticut,Hartford,7
Connecticut,Southern Connecticut State,13
Penn State,Georgetown,13
Penn State,Duke,12
Penn State,Middlebury,10
Penn State,Johns Hopkins,11
Penn State,Liberty,13
Penn State,Mary Washington,10
Penn State,North Carolina,15
Penn State,Bryant University,5
Penn State,Fairfield,13
Penn State,Slippery Rock,6
Penn State,College of New Jersey,7
Penn State,Princeton,13
Penn State,Susquehanna,13
Penn State,North Carolina-Charlotte,11
Penn State,Virginia Tech,13
Penn State,SUNY-Buffalo,13
Penn State,William & Mary,12
Penn State,Connecticut,15
Penn State,Temple,15
Penn State,Clemson,11
Penn State,Maryland,8
Penn State,Massachusetts,3
Penn State,Tulane,7
Penn State,Tennessee,9
Penn State,Chicago,14
Georgetown,Penn State,8
Georgetown,Middlebury,6
Georgetown,Duke,9
Georgetown,Connecticut,10
Georgetown,James Madison,11
Georgetown,Christopher Newport,10
Georgetown,Pennsylvania,7
Georgetown,George Washington,6
Georgetown,Shenandoah,0
Georgetown,American,15
Georgetown,North Carolina,8
Georgetown,Tennessee,15
Georgetown,Georgia Tech,10
Georgetown,North Carolina-Wilmington,5
Georgetown,South Carolina,13
Georgetown,Temple,14
Georgetown,New Hampshire,15
Georgetown,Elon,13
Georgetown,Case Western Reserve,8
Georgetown,Vermont,7
